edible-poisonous,cap-shape,cap-surface,cap-color,bruises,odor,colony
poisonous,convex,fibrous,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,smooth,pink,bruises,none,119
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
edible,knobbed,smooth,pink,bruises,none,169
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,scaly,grey,bruises,none,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
edible,convex,scaly,green,no,none,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,brown,no,spicy,1
poisonous,flat,scaly,yellow,no,foul,2
poisonous,knobbed,scaly,brown,no,none,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
edible,flat,scaly,red,bruises,none,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,smooth,buff,bruises,foul,8
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
edible,convex,smooth,red,bruises,none,126
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,bell,scaly,white,bruises,none,123
poisonous,flat,smooth,buff,bruises,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,scaly,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,smooth,white,bruises,foul,6
edible,flat,scaly,grey,bruises,none,2
poisonous,convex,scaly,brown,no,fishy,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
edible,flat,scaly,red,bruises,none,1
edible,convex,scaly,buff,bruises,none,159
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
edible,convex,scaly,purple,no,none,1
poisonous,convex,fibrous,grey,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,fibrous,red,bruises,none,1
poisonous,flat,smooth,buff,bruises,foul,2
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,2
edible,flat,scaly,brown,bruises,none,2
poisonous,flat,scaly,yellow,no,foul,1
edible,convex,smooth,buff,bruises,none,169
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
edible,flat,fibrous,red,bruises,none,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,brown,no,fishy,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,smooth,grey,no,creosote,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,8
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
edible,flat,scaly,grey,bruises,none,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
edible,flat,scaly,brown,bruises,none,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
edible,knobbed,scaly,buff,bruises,none,176
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,brown,no,spicy,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,smooth,white,bruises,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
edible,flat,scaly,brown,bruises,none,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,fibrous,cinnamon,no,none,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,none,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,smooth,grey,bruises,foul,1
edible,flat,smooth,brown,bruises,none,157
poisonous,convex,scaly,brown,no,fishy,1
poisonous,convex,smooth,grey,no,creosote,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,2
edible,convex,smooth,buff,bruises,none,101
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,brown,no,spicy,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
edible,convex,scaly,purple,no,none,1
edible,flat,scaly,buff,bruises,none,100
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,smooth,buff,bruises,foul,1
poisonous,flat,smooth,white,bruises,none,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
edible,flat,fibrous,grey,bruises,none,1
edible,convex,scaly,purple,no,none,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
edible,flat,fibrous,red,bruises,none,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,white,no,creosote,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,scaly,brown,no,fishy,2
edible,flat,scaly,buff,bruises,none,111
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,grey,no,creosote,9
poisonous,flat,smooth,buff,bruises,foul,1
edible,flat,fibrous,red,bruises,none,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
edible,flat,fibrous,grey,bruises,none,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,smooth,white,bruises,foul,9
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,2
edible,flat,scaly,purple,no,none,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
edible,flat,scaly,brown,bruises,none,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,smooth,white,bruises,foul,6
edible,flat,scaly,red,bruises,none,161
edible,convex,scaly,purple,no,none,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
edible,flat,smooth,pink,bruises,none,162
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
edible,flat,scaly,brown,bruises,none,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,smooth,grey,bruises,foul,8
poisonous,flat,scaly,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,white,no,creosote,8
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,smooth,buff,bruises,foul,9
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,smooth,pink,bruises,none,2
poisonous,flat,smooth,buff,bruises,foul,2
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,scaly,purple,no,none,2
poisonous,convex,fibrous,yellow,no,foul,1
edible,flat,fibrous,red,bruises,none,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,brown,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
edible,flat,scaly,brown,bruises,none,1
poisonous,convex,scaly,yellow,no,foul,1
edible,flat,fibrous,red,bruises,none,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,fibrous,pink,no,creosote,8
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,flat,scaly,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
edible,convex,smooth,pink,bruises,none,134
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,smooth,pink,no,creosote,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,scaly,brown,bruises,none,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
edible,flat,fibrous,grey,bruises,none,1
poisonous,convex,smooth,grey,bruises,foul,9
poisonous,convex,scaly,brown,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
edible,flat,scaly,red,bruises,none,188
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,scaly,brown,bruises,none,150
poisonous,flat,scaly,grey,no,foul,2
poisonous,knobbed,fibrous,brown,no,none,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,brown,no,spicy,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,smooth,white,bruises,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
edible,convex,scaly,red,bruises,none,186
poisonous,flat,scaly,yellow,no,foul,1
poisonous,bell,fibrous,yellow,no,none,2
poisonous,flat,scaly,yellow,no,foul,2
poisonous,convex,smooth,grey,bruises,foul,7
poisonous,flat,scaly,yellow,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,2
edible,knobbed,scaly,red,bruises,none,101
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,knobbed,scaly,brown,no,none,2
poisonous,convex,smooth,white,no,creosote,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,2
poisonous,bell,smooth,buff,bruises,none,1
poisonous,convex,smooth,white,bruises,foul,1
edible,flat,scaly,red,bruises,none,1
poisonous,bell,smooth,white,bruises,none,2
edible,flat,scaly,pink,bruises,none,187
poisonous,convex,smooth,white,bruises,foul,2
edible,knobbed,scaly,brown,bruises,none,174
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,smooth,buff,bruises,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
edible,knobbed,smooth,red,bruises,none,174
edible,flat,scaly,brown,bruises,none,191
edible,flat,smooth,buff,bruises,none,177
poisonous,convex,scaly,yellow,no,foul,1
edible,flat,fibrous,grey,bruises,none,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,smooth,grey,bruises,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,brown,no,foul,2
poisonous,flat,fibrous,grey,no,foul,2
edible,flat,scaly,brown,bruises,none,109
edible,flat,scaly,red,bruises,none,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
edible,flat,fibrous,red,bruises,none,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,bell,scaly,white,bruises,none,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,brown,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
edible,flat,scaly,pink,bruises,none,109
poisonous,convex,smooth,white,bruises,foul,8
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,smooth,buff,bruises,foul,6
poisonous,convex,fibrous,grey,no,creosote,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
edible,convex,scaly,green,no,none,1
edible,flat,scaly,white,no,none,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
